date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,record_type,result_verified,source,fetched_at,result_available_at
2026-06-03,Panama,Dominican Republic,4.0,2.0,Friendly,Panama City,Panama,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-03
2026-06-03,Poland,Nigeria,2.0,2.0,Friendly,Warsaw,Poland,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-03
2026-06-03,Philippines,Guam,5.0,1.0,Friendly,Manila,Philippines,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-03
2026-06-01,Maldives,Pakistan,0.0,3.0,Diamond Jubilee International Football Tournament,Malé,Maldives,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-01
2026-06-04,Andorra,Liechtenstein,2.0,0.0,Friendly,Encamp,Andorra,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Cambodia,Bhutan,4.0,0.0,Friendly,Phnom Penh,Cambodia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,France,Ivory Coast,1.0,2.0,Friendly,Nantes,France,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Guatemala,Czech Republic,1.0,5.0,Friendly,Harrison,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Iran,Mali,2.0,0.0,Friendly,Antalya,Turkey,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Lesotho,Kenya,1.0,1.0,Friendly,Pretoria,South Africa,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Mexico,Serbia,5.0,1.0,Friendly,Toluca,Mexico,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Northern Ireland,Guinea,1.0,0.0,Friendly,La Línea de la Concepción,Spain,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Slovenia,Cyprus,1.0,1.0,Friendly,Ljubljana,Slovenia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Spain,Iraq,1.0,1.0,Friendly,A Coruña,Spain,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-04,Sweden,Greece,2.0,2.0,Friendly,Solna,Sweden,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-04
2026-06-05,Angola,Mauritania,1.0,1.0,Friendly,Casablanca,Morocco,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Azerbaijan,Malta,0.0,2.0,Friendly,Szombathely,Hungary,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Belarus,Syria,4.0,1.0,Friendly,Minsk,Belarus,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Canada,Republic of Ireland,1.0,1.0,Friendly,Montreal,Canada,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Georgia,Bahrain,2.0,0.0,Friendly,Tbilisi,Georgia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Haiti,Peru,1.0,2.0,Friendly,Miami,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Hong Kong,Mongolia,2.0,0.0,Friendly,Hong Kong,Hong Kong,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Hungary,Finland,2.0,1.0,Friendly,Budapest,Hungary,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Indonesia,Oman,3.0,0.0,Friendly,Jakarta,Indonesia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Moldova,Bulgaria,2.0,2.0,Friendly,Chișinău,Moldova,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Paraguay,Nicaragua,4.0,0.0,Friendly,Asunción,Paraguay,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,San Marino,Bangladesh,1.0,2.0,Friendly,Serravalle,San Marino,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Singapore,China,1.0,2.0,Friendly,Singapore,Singapore,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Slovakia,Montenegro,2.0,2.0,Friendly,Košice,Slovakia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Tajikistan,India,3.0,1.0,Friendly,Tursunzoda,Tajikistan,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Thailand,Kuwait,2.0,2.0,Friendly,Pathum Thani,Thailand,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Russia,Burkina Faso,3.0,0.0,Friendly,Volgograd,Russia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Benin,Niger,1.0,1.0,Friendly,Casablanca,Morocco,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Central African Republic,Togo,1.0,1.0,Friendly,Mohammedia,Morocco,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-05,Puerto Rico,Saudi Arabia,0.0,3.0,Friendly,Austin,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-05
2026-06-06,Vanuatu,Fiji,2.0,1.0,Friendly,Port Vila,Vanuatu,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Albania,Luxembourg,0.0,1.0,Friendly,Tirana,Albania,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Argentina,Honduras,2.0,0.0,Friendly,College Station,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Armenia,Kazakhstan,1.0,1.0,Friendly,Yerevan,Armenia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Australia,Switzerland,1.0,1.0,Friendly,San Diego,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Belgium,Tunisia,5.0,0.0,Friendly,Brussels,Belgium,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Bermuda,Cape Verde,3.0,0.0,Friendly,East Hartford,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Bolivia,Scotland,0.0,4.0,Friendly,Harrison,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Brazil,Egypt,2.0,1.0,Friendly,Cleveland,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Curaçao,Aruba,4.0,0.0,Friendly,Willemstad,Curaçao,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,England,New Zealand,1.0,0.0,Friendly,Tampa,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Sierra Leone,Liberia,1.0,0.0,Friendly,Bo,Sierra Leone,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Ethiopia,Malawi,1.0,0.0,Friendly,Dire Dawa,Ethiopia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Gibraltar,Cayman Islands,4.0,1.0,Friendly,Gibraltar,Gibraltar,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Jamaica,South Africa,0.0,1.0,Friendly,Pachuca,Mexico,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Kyrgyzstan,Palestine,0.0,0.0,Friendly,Bishkek,Kyrgyzstan,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Panama,Bosnia and Herzegovina,1.0,1.0,Friendly,St. Louis,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Portugal,Chile,2.0,1.0,Friendly,Oeiras,Portugal,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Qatar,El Salvador,0.0,0.0,Friendly,Los Angeles,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Romania,Wales,2.0,1.0,Friendly,Bucharest,Romania,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,United States,Germany,1.0,2.0,Friendly,Chicago,United States,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,British Virgin Islands,Bonaire,2.0,0.0,Friendly,Málaga,Spain,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Gibraltar,Cayman Islands,4.0,1.0,Friendly,Europa Point,Gibraltar,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Venezuela,Turkey,1.0,2.0,Friendly,Fort Lauderdale,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Myanmar,Guam,6.0,1.0,Tri-Nations Cup,Manila,Philippines,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Lithuania,Latvia,1.0,1.0,Baltic Cup,Kaunas,Lithuania,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-06,Estonia,Faroe Islands,1.0,0.0,Baltic Cup,Pärnu,Estonia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-06
2026-06-07,Afghanistan,Pakistan,0.0,2.0,Diamond Jubilee International Football Tournament,Malé,Maldives,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-07,Croatia,Slovenia,2.0,1.0,Friendly,Varaždin,Croatia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-07,Ecuador,Guatemala,3.0,0.0,Friendly,Columbus,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-07,Greece,Italy,0.0,1.0,Friendly,Heraklion,Greece,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-07,Jordan,Colombia,0.0,2.0,Friendly,San Diego,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-07,Kosovo,Andorra,3.0,0.0,Friendly,Pristina,Kosovo,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-07,Liechtenstein,Cyprus,0.0,2.0,Friendly,Vaduz,Liechtenstein,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-07,Morocco,Norway,1.0,1.0,Friendly,Harrison,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-07,Denmark,Ukraine,2.0,1.0,Friendly,Odense,Denmark,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-07
2026-06-08,France,Northern Ireland,3.0,1.0,Friendly,Lille,France,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-08
2026-06-08,Netherlands,Uzbekistan,2.0,1.0,Friendly,New York,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-08
2026-06-08,Peru,Spain,1.0,3.0,Friendly,Puebla,Mexico,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-08
2026-06-08,Mauritania,Niger,1.0,0.0,Friendly,Casablanca,Morocco,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-08
2026-06-09,Angola,Central African Republic,3.0,0.0,Friendly,Casablanca,Morocco,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Argentina,Iceland,3.0,0.0,Friendly,Auburn,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Armenia,Moldova,1.0,1.0,Friendly,Yerevan,Armenia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Azerbaijan,San Marino,2.0,1.0,Friendly,Szombathely,Hungary,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Belarus,Burkina Faso,2.0,2.0,Friendly,Minsk,Belarus,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Cambodia,Hong Kong,2.0,0.0,Friendly,Phnom Penh,Cambodia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,China,Thailand,0.0,0.0,Friendly,Hangzhou,China,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,DR Congo,Chile,1.0,2.0,Friendly,Orléans,France,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Equatorial Guinea,Comoros,0.0,1.0,Friendly,Marrakesh,Morocco,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Ethiopia,Malawi,1.0,1.0,Friendly,Dire Dawa,Ethiopia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Hungary,Kazakhstan,3.0,1.0,Friendly,Debrecen,Hungary,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Indonesia,Mozambique,1.0,0.0,Friendly,Jakarta,Indonesia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Kyrgyzstan,Palestine,0.0,0.0,Friendly,Bishkek,Kyrgyzstan,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Saudi Arabia,Senegal,0.0,0.0,Friendly,San Antonio,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Tajikistan,India,1.0,1.0,Friendly,Hisor,Tajikistan,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Philippines,Myanmar,5.0,1.0,Tri-Nations Cup,Manila,Philippines,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Latvia,Faroe Islands,0.0,1.0,Baltic Cup,Riga,Latvia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Estonia,Lithuania,1.0,0.0,Baltic Cup,Tallinn,Estonia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Russia,Trinidad and Tobago,3.0,0.0,Friendly,Kaliningrad,Russia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Togo,Benin,5.0,1.0,Friendly,Lomé,Togo,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Liberia,Sierra Leone,3.0,1.0,Friendly,Monrovia,Liberia,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-09,Iraq,Venezuela,0.0,2.0,Friendly,Bridgeview,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-09
2026-06-10,Bolivia,Algeria,0.0,4.0,Friendly,Kansas City,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-10
2026-06-10,England,Costa Rica,3.0,0.0,Friendly,Orlando,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-10
2026-06-10,Portugal,Nigeria,2.0,1.0,Friendly,Leiria,Portugal,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-10
2026-06-10,Afghanistan,Pakistan,0.0,2.0,Diamond Jubilee International Football Tournament,Malé,Maldives,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-10
2026-06-11,Mexico,South Africa,2.0,0.0,FIFA World Cup,Mexico City,Mexico,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-11
2026-06-11,South Korea,Czech Republic,2.0,1.0,FIFA World Cup,Zapopan,Mexico,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-11
2026-06-12,Canada,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup,Toronto,Canada,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-12
2026-06-12,United States,Paraguay,4.0,1.0,FIFA World Cup,Inglewood,United States,False,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-12
2026-06-13,Qatar,Switzerland,1.0,1.0,FIFA World Cup,Santa Clara,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-13
2026-06-13,Brazil,Morocco,1.0,1.0,FIFA World Cup,East Rutherford,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-13
2026-06-13,Haiti,Scotland,0.0,1.0,FIFA World Cup,Foxborough,United States,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-13
2026-06-13,Australia,Turkey,2.0,0.0,FIFA World Cup,Vancouver,Canada,True,result,True,kaggle_international_results,2026-06-15T09:41:57.567591+00:00,2026-06-13
